# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2452873.441    11.6        ""            ""              Vis. MUY  K  11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452875.55     11.6        ""            ""              Vis. MUY  K  11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452877.4542   11.6        ""            ""              Vis. MUY  K  11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452878.4361   11.6        ""            ""              Vis. MUY  K  11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452879.3701   11.6        ""            ""              Vis. MUY  K  11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452879.389    12.6        ""            ""              Vis. SPK  Y  ""          ""          ""             "Used CONVERTV at HQ"                            ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2452879.644    12.7        ""            ""              Vis. SPK  Y  ""          ""          ""             "Used CONVERTV at HQ"                            ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2452885.4229   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452886.4257   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452887.4375   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452890.4229   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452896.4028   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452897.4049   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452898.4014   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452899.3965   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452900.4049   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452901.3868   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452902.3986   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452902.6473   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452903.3972   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452903.5163   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452903.6531   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452904.3951   11.7        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452906.4264   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452906.6299   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452907.3549   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452907.477    11.4        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452907.66     11.6        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452908.3924   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452908.5692   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452909.4515   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452911.6528   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452912.375    11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452913.3597   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452915.4078   11.5        ""            ""              Vis. SUS  T  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452918.35     11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452920.6417   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452922.3868   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452927.3576   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452928.375    11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452929.366    12.0        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452930.3514   11.9        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452931.3701   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452931.4063   11.5        ""            ""              Vis. SUS  K  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452932.3833   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452933.6479   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452934.4319   11.6        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452936.3486   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452937.3583   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452939.3569   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452940.3458   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452941.4104   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452943.4778   11.5        ""            ""              Vis. SUS  K  1108        1151        VSNET          ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452944.2903   11.4        ""            ""              Vis. MUY  K  11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452945.3076   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452947.4479   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452949.2549   11.6        ""            ""              Vis. MUY  KM 110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452952.5118   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452956.4708   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452958.2847   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452960.2951   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452968.4153   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452969.2313   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452970.4194   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452971.3979   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452980.2993   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452981.2743   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452983.275    11.8        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452984.3854   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452987.4368   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452988.3444   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452991.2965   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452992.3118   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452994.3833   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452996.3931   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453003.3368   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453013.3625   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453016.3792   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453017.3271   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453018.2944   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453021.4208   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453025.2486   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453029.2625   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453030.3104   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453034.2979   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453043.3222   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453044.3097   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453045.2688   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453055.2993   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453061.3222   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453213.4972   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453228.6      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453256.409    11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453257.4035   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453258.3938   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453258.4      11.7        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453260.4514   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453262.3896   11.7        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453263.3639   11.7        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453264.3549   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453268.3826   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453268.4      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453272.3889   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453282.4583   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453284.4215   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453285.375    11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453285.5      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453286.325    11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453287.4653   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453288.4306   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453291.3528   11.8        ""            ""              Vis. MUY  KY 110         112         HENDEN         FAINTER                                          ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453293.3618   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453295.4306   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453297.3299   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453298.3951   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453313.3715   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453314.35     11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453316.4      11.3        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453318.4826   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453321.3208   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453322.3882   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453324.3035   12.2        ""            ""              Vis. MUY  KY 112         126         HENDEN         ECLIPSE?                                         ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453329.3465   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453330.3507   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453341.4479   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453342.341    11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453343.2847   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453356.3236   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453359.3111   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453368.2611   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453370.2438   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453372.4292   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453373.2625   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453377.3056   11.4        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453379.2285   11.5        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453383.259    11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453384.3      11.4        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453384.3021   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453386.2674   11.6        ""            ""              Vis. MUY  K  110         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453400.3      11.4        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453430.3      11.3        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453586.6      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453600.5      11.7        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453610.4201   11.5        ""            ""              Vis. MUY  K  112         114         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453610.5      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453611.4229   11.5        ""            ""              Vis. MUY  K  112         114         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453612.4188   11.5        ""            ""              Vis. MUY  K  112         114         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453614.4313   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453615.4278   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453618.4153   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453621.4111   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453621.6      11.5        ""            ""              Vis. BIC  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2453626.3861   11.6        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453627.3889   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453638.3597   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453639.3667   11.6        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453641.3632   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453643.3319   11.5        ""            ""              Vis. MUY  K  ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2453645.3833   11.4        ""            ""              Vis. MUY  K  112         114         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
