# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2456589.485    11.7        ""            ""              Vis. PYG  "" 110-7       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456589.59729  11.684      0.0214        ""              V    NLZ  "" 117         126         12685CDA       ""                                               0      ""        Z 11.716 12.546 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456590.79281  11.217      0.0040        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.123     Z -7.491 -6.235 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456591.73067  11.686      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 16.501 17.336 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456592.85785  11.341      0.0040        ""              V    ROE  "" 117         134         8264AZG        ""                                               0      1.464     Z -7.771 -6.428 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456593.85167  11.296      0.0040        ""              V    ROE  "" 117         134         8264AZG        ""                                               0      1.438     Z -7.657 -6.367 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456597.75264  11.725      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.06      Z 16.337 17.165 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456598.77559  11.836      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.12      Z 16.424 17.254 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456601.01528  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456601.415    11.6        ""            ""              Vis. PYG  "" 110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456601.435    11.7        ""            ""              Vis. PYG  "" 110-7       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456601.47934  11.708      0.0282        ""              V    NLZ  "" 117         126         12685CDA       ""                                               0      ""        Z 11.695 12.538 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456603.85194  11.603      0.0080        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.69      Z 18.19  18.983 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456604.59024  11.63       0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.11      Z 17.097 17.94  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456605.74016  11.64       0.0060        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.08      Z 17.793 18.641 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456605.99583  11.2        ""            ""              Vis. MTH  "" 11.0        11.2        10144mv        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456606.98889  11.2        ""            ""              Vis. MTH  "" 11.0        11.2        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456607.80476  11.598      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.37      Z 16.381 17.212 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456608.53201  11.665      0.0283        ""              V    NLZ  "" 117         126         12685CDA       ""                                               0      ""        Z 11.693 12.52  ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456608.59293  11.675      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.08      Z 16.418 17.255 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456609.73337  12.869      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.09      Z 16.34  17.163 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456610.59149  11.806      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.07      Z 16.399 17.229 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456614.82994  11.895      0.0080        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.78      Z 16.711 17.547 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456615.79853  11.943      0.0040        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.492     Z -8.159 -5.932 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456617.48914  11.806      0.0323        ""              V    NLZ  "" 117         126         12685CDA       ""                                               0      ""        Z 11.644 12.533 ""    "RZ PSC" MCSE  STD ""     ""              ""          ""    
  2456624.69292  13.044      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.09      Z 16.275 17.1   ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456626.68632  11.692      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.09      Z 17.102 17.938 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456630.2944   11.9        ""            ""              Vis. POX  "" 117         ""          7227AWO        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456631.435    11.7        ""            ""              Vis. PYG  "" 110-7       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456632.0      11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456633.95764  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456636.01111  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456636.97292  11.9        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456637.63424  11.684      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.05      Z 17.185 18.023 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456638.60926  11.778      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.726 17.568 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456642.65751  11.896      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.13      Z 16.492 17.328 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456643.63145  11.696      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.07      Z 16.681 17.509 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456644.65223  11.713      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.13      Z 16.446 17.269 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456644.67816  11.612      0.0030        ""              V    ROE  "" 117         134         8264AZG        B                                                0      1.24      Z -8.293 -6.674 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456645.70471  11.679      0.0040        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.403     Z -8.236 -6.592 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456645.70958  11.635      0.02          ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.43      Z 18.697 19.49  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456649.97431  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456650.72247  11.702      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.68      Z 16.788 17.628 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456650.95417  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456651.65808  11.76       0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.23      Z 16.37  17.201 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456652.63664  13.231      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.15      Z 16.36  17.191 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456652.94444  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456653.64209  11.889      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.18      Z 16.319 17.146 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456654.64419  11.776      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.2       Z 16.575 17.406 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456655.358    11.8        ""            ""              Vis. PYG  "" 110-8       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456655.94653  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456656.94792  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456657.65381  11.672      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.28      Z 16.406 17.236 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456658.62421  11.778      0.0020        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.17      Z 16.308 17.147 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456658.93125  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456659.93472  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456660.62671  11.843      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.2       Z 16.308 17.138 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456661.64654  11.654      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.31      Z 17.405 18.236 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456662.35     11.7        ""            ""              Vis. PYG  "" 110-7       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456664.63895  11.786      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.31      Z 16.338 17.164 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456664.93125  12.0        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456665.6158   11.701      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.21      Z 16.375 17.207 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456668.349942 11.578      0.038         ""              V    BPO  "" 000-BJR-778 000-BJR-779 13002CJS       ""                                               0      ""        Z 16.773 17.737 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456671.61677  11.667      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.29      Z 16.507 17.344 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456672.66314  11.733      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.69      Z 16.662 17.496 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456674.622    11.672      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.37      Z 16.616 17.447 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456677.349    11.6        ""            ""              Vis. PYG  "" 110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456678.64703  11.698      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.69      Z 17.512 18.35  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456679.61314  11.656      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.4       Z 16.572 17.404 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456680.58734  11.668      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.27      Z 16.86  17.691 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456684.58353  11.711      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.3       Z 16.797 17.633 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456686.57847  11.725      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.31      Z 16.532 17.369 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456698.336    11.6        ""            ""              Vis. PYG  B  110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456704.56068  11.679      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.53      Z 16.566 17.414 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456706.55721  11.628      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.55      Z 16.622 17.453 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456710.56378  11.658      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.74      Z 16.651 17.479 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456711.5577   11.679      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.69      Z 16.693 17.534 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456712.58351  11.657      0.0090        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      2.13      Z 17.299 18.14  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456716.54953  11.655      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.76      Z 16.727 17.543 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456860.89609  11.634      0.015         ""              V    ROE  "" 117         134         8264AZG        ""                                               0      1.095     Z -5.847 -4.264 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456863.86657  11.736      0.032         ""              V    ROE  "" 117         ""          8264AZG        ""                                               0      1.154     Z -4.732 ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456866.88135  11.618      0.0050        ""              V    ROE  "" 117         134         8264AZG        ""                                               0      1.091     Z -7.956 -6.285 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456883.82442  11.529      0.026         ""              V    ROE  "" 117         ""          8264AZG        BU                                               0      1.117     Z -5.504 ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456885.93197  12.34       0.0040        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.02      Z 17.16  18.059 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456888.86836  12.367      0.0030        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.02      Z 16.864 17.767 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456888.87115  11.647      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 17.653 18.493 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456890.86536  11.644      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.594 17.436 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456891.87968  11.971      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 16.738 17.575 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456891.89656  12.738      0.0030        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.01      Z 17.0   17.894 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456891.89935  11.984      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 17.782 18.621 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456892.79488  12.518      0.011         ""              V    ROE  "" 117         134         8264AZG        U                                                0      1.131     Z -6.97  -5.312 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456892.86561  12.403      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 16.732 17.574 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456893.76045  12.112      0.055         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.248     Z ""     13.411 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456893.91071  12.359      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.734 17.558 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456894.75963  12.198      0.013         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.24      Z ""     13.39  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456894.8297   12.963      0.0030        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.04      Z 16.89  17.794 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456894.8325   12.152      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.04      Z 17.66  18.5   ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456894.9272   12.124      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.04      Z 16.716 17.544 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456895.78392  11.921      0.035         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.139     Z ""     13.477 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456895.91009  11.802      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.847 17.664 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456897.87734  12.621      0.0030        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.01      Z 16.835 17.736 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456897.88013  11.833      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 17.609 18.425 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456898.84016  11.774      0.017         ""              V    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.044     Z ""     12.527 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456898.84154  12.647      0.015         ""              B    MZK  "" ENSEMBLE    126         8617KLR        ""                                               1      1.045     Z ""     13.179 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456898.89653  11.793      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.75  17.563 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456900.9335   12.504      0.0060        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.09      Z 17.003 17.89  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456900.93628  11.716      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.09      Z 17.801 18.613 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456901.81204  11.742      0.075         ""              V    ROE  "" ENSEMBLE    ""          8264AZG        U                                                0      1.045     Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456903.73929  11.711      0.016         ""              V    ROE  "" 126         134         8264AZG        BU                                               0      1.221     Z -5.507 -4.644 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456903.77494  12.379      0.0070        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.1       Z 17.961 18.875 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456903.77772  11.635      0.0080        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.1       Z 18.667 19.495 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456903.82491  11.655      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 17.672 18.489 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456904.68932  11.755      0.024         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.507     Z ""     13.375 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456904.7912   12.44       0.0050        ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.06      Z 17.019 17.931 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456904.79398  11.696      0.0050        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.06      Z 17.729 18.562 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456905.72909  11.585      0.255         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.242     Z ""     13.224 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456905.83196  11.655      0.0030        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.01      Z 16.661 17.494 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456907.74458  11.718      0.117         ""              V    ROE  "" ENSEMBLE    134         8264AZG        BU                                               0      1.16      Z ""     13.204 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456907.9472   11.739      0.0090        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.18      Z 18.465 19.251 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456908.72098  11.838      0.071         ""              V    ROE  "" ENSEMBLE    134         8264AZG        BU                                               0      1.242     Z ""     13.394 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456910.75543  12.343      0.011         ""              B    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 13.177  K = 14.085"           0      1.1       Z 17.075 17.972 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456910.75823  11.629      0.0080        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.1       Z 17.751 18.593 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456919.74865  11.571      0.078         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.067     Z ""     13.406 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456920.76377  11.557      0.076         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.04      Z ""     13.412 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456921.70943  11.561      0.011         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.15      Z ""     13.364 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456921.77911  11.584      0.0040        ""              V    MJB  "" 000-BJR-778 000-BJR-779 12303CM        "STANDARD MAG: C = 12.556  K = 13.362"           0      1.02      Z 16.672 17.508 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
