MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1126006065276,11.32,0.05,17.42523,27.95027,54363.28810,0
1126006065276,11.43,0.05,17.42529,27.95029,54804.17639,0
1126006065276,11.43,0.05,17.42522,27.95027,54804.18299,0
1126006065276,11.42,0.05,17.42523,27.95027,54804.18968,0
1126006065276,11.42,0.05,17.42525,27.95027,54804.19621,0
1126006065276,11.31,0.05,17.42528,27.95031,54498.12829,0
1126006065276,11.29,0.05,17.42524,27.95035,54498.13332,0
1126006065276,11.37,0.05,17.42533,27.95033,54498.13831,0
1126006065276,11.31,0.05,17.42532,27.95032,54498.14331,0
1126006065276,10.91,0.05,17.42525,27.95044,54626.45765,0
1126006065276,11.00,0.05,17.42540,27.95042,54626.45911,0
1126006065276,10.97,0.05,17.42531,27.95040,54626.46059,0
1126006065276,11.02,0.05,17.42543,27.95041,54626.46206,0
1126006065276,11.45,0.05,17.42529,27.95032,54787.21121,0
1126006065276,11.53,0.05,17.42531,27.95029,54787.21791,0
1126006065276,11.47,0.05,17.42529,27.95031,54787.22447,0
1126006065276,11.51,0.05,17.42532,27.95031,54787.23110,0
1126006065276,11.53,0.05,17.42528,27.95029,54787.23766,0
1126006065276,11.39,0.05,17.42512,27.95027,54749.19857,0
1126006065276,11.40,0.05,17.42511,27.95023,54749.20582,0
1126006065276,11.36,0.05,17.42512,27.95024,54749.21302,0
1126006065276,11.38,0.05,17.42509,27.95023,54749.22026,0
1126006065276,11.40,0.05,17.42521,27.95036,54763.33981,0
1126006065276,11.44,0.05,17.42514,27.95035,54763.35363,0
1126006065276,11.39,0.05,17.42522,27.95031,54763.36755,0
1126006065276,11.40,0.05,17.42516,27.95032,54763.38140,0
1126006065276,11.30,0.05,17.42514,27.95031,54770.28410,0
1126006065276,11.31,0.05,17.42518,27.95031,54770.29012,0
1126006065276,11.37,0.05,17.42512,27.95029,54770.29617,0
1126006065276,11.32,0.05,17.42513,27.95033,54770.30212,0
1126006065276,11.36,0.05,17.42510,27.95025,54718.33448,0
1126006065276,11.35,0.05,17.42509,27.95030,54718.34098,0
1126006065276,11.32,0.05,17.42508,27.95028,54718.34748,0
1126006065276,11.32,0.05,17.42514,27.95024,54718.35397,0
1126006065276,11.32,0.05,17.42515,27.95033,54732.22374,0
1126006065276,11.36,0.05,17.42512,27.95030,54732.23161,0
1126006065276,11.30,0.05,17.42511,27.95031,54732.23962,0
1126006065276,11.35,0.05,17.42512,27.95030,54732.24744,0
1126006065276,11.74,0.05,17.42521,27.95031,54739.40047,0
1126006065276,11.68,0.05,17.42519,27.95031,54739.40735,0
1126006065276,11.69,0.05,17.42521,27.95035,54739.41401,0
1126006065276,11.71,0.05,17.42516,27.95032,54739.42078,0
1126006065276,11.32,0.05,17.42533,27.95030,55062.43039,0
1126006065276,11.31,0.05,17.42529,27.95029,55062.43636,0
1126006065276,11.30,0.05,17.42531,27.95031,55062.44243,0
1126006065276,11.36,0.05,17.42530,27.95026,55062.44839,0
1126006065276,11.30,0.05,17.42533,27.95038,55184.18082,0
1126006065276,11.37,0.05,17.42534,27.95039,55184.18766,0
1126006065276,11.37,0.05,17.42536,27.95032,55184.19452,0
1126006065276,11.36,0.05,17.42536,27.95040,55184.20134,0
1126006065276,11.42,0.05,17.42533,27.95037,55141.20362,0
1126006065276,11.48,0.05,17.42530,27.95029,55141.20967,0
1126006065276,11.46,0.05,17.42526,27.95035,55141.21569,0
1126006065276,11.43,0.05,17.42524,27.95033,55141.22166,0
1126006065276,11.52,0.05,17.42522,27.95034,55156.11825,0
1126006065276,11.55,0.05,17.42527,27.95029,55156.12518,0
1126006065276,11.52,0.05,17.42525,27.95028,55156.13225,0
1126006065276,11.55,0.05,17.42528,27.95030,55156.14296,0
1126006065276,11.45,0.05,17.42525,27.95032,55113.44120,0
1126006065276,11.49,0.05,17.42532,27.95034,55113.44895,0
1126006065276,11.45,0.05,17.42530,27.95033,55113.45682,0
1126006065276,11.48,0.05,17.42537,27.95038,55113.46461,0
1126006065276,11.62,0.05,17.42535,27.95034,55122.35097,0
1126006065276,11.60,0.05,17.42530,27.95034,55122.35766,0
1126006065276,11.62,0.05,17.42533,27.95038,55122.36440,0
1126006065276,11.56,0.05,17.42527,27.95037,55122.37116,0
1126006065276,11.34,0.05,17.42527,27.95034,55130.23271,0
1126006065276,11.35,0.05,17.42533,27.95030,55130.24130,0
1126006065276,11.31,0.05,17.42533,27.95033,55130.24985,0
1126006065276,11.33,0.05,17.42530,27.95034,55130.25857,0
1126006065276,11.37,0.05,17.42528,27.95034,55092.27487,0
1126006065276,11.35,0.05,17.42529,27.95029,55092.28264,0
1126006065276,11.35,0.05,17.42529,27.95035,55092.29052,0
1126006065276,11.31,0.05,17.42525,27.95034,55092.29848,0
1126006065276,11.89,0.05,17.42536,27.95037,55099.31489,0
1126006065276,11.87,0.05,17.42536,27.95038,55099.32375,0
1126006065276,11.88,0.05,17.42536,27.95038,55099.33285,0
1126006065276,11.89,0.05,17.42534,27.95037,55099.34179,0
1126006065276,11.21,0.05,17.42535,27.95023,55531.22124,0
1126006065276,11.18,0.05,17.42534,27.95024,55531.23508,0
1126006065276,11.21,0.05,17.42534,27.95025,55531.24198,0
1126006065276,11.31,0.05,17.42536,27.95026,55542.08814,0
1126006065276,11.26,0.05,17.42535,27.95027,55542.10083,0
1126006065276,11.28,0.05,17.42535,27.95028,55542.10713,0
1126006065276,11.28,0.05,17.42540,27.95048,55243.09404,0
1126006065276,11.18,0.05,17.42533,27.95051,55243.09719,0
1126006065276,11.23,0.05,17.42540,27.95049,55243.10030,0
1126006065276,11.25,0.05,17.42544,27.95047,55243.10342,0
1126006065276,11.44,0.05,17.42530,27.95028,55506.21390,0
1126006065276,11.43,0.05,17.42527,27.95026,55506.22784,0
1126006065276,11.44,0.05,17.42527,27.95030,55506.23478,0
1126006065276,11.34,0.05,17.42532,27.95030,55478.27425,0
1126006065276,11.31,0.05,17.42530,27.95028,55478.28805,0
1126006065276,11.34,0.05,17.42530,27.95028,55478.29497,0
1126006065276,11.29,0.05,17.42536,27.95028,55486.28132,0
1126006065276,11.31,0.05,17.42531,27.95029,55486.29150,0
1126006065276,11.29,0.05,17.42536,27.95030,55486.29661,0
1126006065276,11.38,0.05,17.42534,27.95028,55497.16411,0
1126006065276,11.41,0.05,17.42537,27.95023,55497.17781,0
1126006065276,11.36,0.05,17.42533,27.95026,55497.18467,0
1126006065276,11.34,0.05,17.42522,27.95040,55449.34281,0
1126006065276,11.30,0.05,17.42521,27.95042,55449.34919,0
1126006065276,11.13,0.05,17.42531,27.95044,55449.35242,0
1126006065276,11.20,0.05,17.42541,27.95032,55577.21559,0
1126006065276,11.15,0.05,17.42534,27.95031,55577.22291,0
1126006065276,11.13,0.05,17.42536,27.95027,55577.23029,0
1126006065276,11.16,0.05,17.42534,27.95024,55577.23762,0
1126006065276,11.33,0.05,17.42535,27.95030,55591.10957,0
1126006065276,11.31,0.05,17.42534,27.95030,55591.11474,0
1126006065276,11.32,0.05,17.42535,27.95027,55591.11986,0
1126006065276,11.32,0.05,17.42532,27.95024,55591.12501,0
1126006065276,11.38,0.05,17.42519,27.95032,54382.20666,0
1126006065276,11.38,0.05,17.42525,27.95029,54382.21511,0
1126006065276,11.40,0.05,17.42524,27.95026,54382.22358,0
1126006065276,11.34,0.05,17.42526,27.95027,54382.23204,0
1126006065276,11.46,0.05,17.42511,27.95034,55826.23315,0
1126006065276,11.47,0.05,17.42508,27.95037,55826.23979,0
1126006065276,11.47,0.05,17.42509,27.95034,55826.24656,0
1126006065276,11.46,0.05,17.42509,27.95038,55826.25330,0
1126006065276,11.18,0.05,17.42534,27.95042,55863.14834,0
1126006065276,11.11,0.05,17.42536,27.95039,55863.15344,0
1126006065276,11.12,0.05,17.42532,27.95042,55863.15859,0
1126006065276,11.17,0.05,17.42532,27.95040,55863.16370,0
1126006065276,11.45,0.05,17.42509,27.95035,55832.40605,0
1126006065276,11.43,0.05,17.42512,27.95039,55832.41178,0
1126006065276,11.45,0.05,17.42509,27.95035,55832.41752,0
1126006065276,11.43,0.05,17.42513,27.95034,55832.42325,0
1126006065276,11.44,0.05,17.42526,27.95027,55851.29563,0
1126006065276,11.43,0.05,17.42528,27.95030,55851.30422,0
1126006065276,11.41,0.05,17.42525,27.95027,55851.31278,0
1126006065276,11.40,0.05,17.42528,27.95033,55851.32131,0
1126006065276,11.91,0.05,17.42519,27.95032,55935.20617,0
1126006065276,11.97,0.05,17.42514,27.95038,55935.21173,0
1126006065276,11.97,0.05,17.42521,27.95035,55935.21727,0
1126006065276,12.05,0.05,17.42520,27.95031,55935.22279,0
1126006065276,11.51,0.05,17.42518,27.95038,55958.10563,0
1126006065276,11.47,0.05,17.42519,27.95032,55958.11068,0
1126006065276,11.46,0.05,17.42520,27.95032,55958.11588,0
1126006065276,11.47,0.05,17.42519,27.95036,55958.12109,0
1126006065276,11.53,0.05,17.42518,27.95032,56187.33831,0
1126006065276,11.47,0.05,17.42514,27.95031,56187.34451,0
1126006065276,11.59,0.05,17.42517,27.95027,56187.35057,0
1126006065276,11.55,0.05,17.42514,27.95031,56187.35674,0
1126006065276,11.63,0.05,17.42532,27.95032,56196.21904,0
1126006065276,11.64,0.05,17.42526,27.95031,56196.22635,0
1126006065276,11.62,0.05,17.42537,27.95030,56196.23364,0
1126006065276,11.57,0.05,17.42531,27.95027,56196.24532,0
1126006065276,11.43,0.05,17.42521,27.95033,56208.41045,0
1126006065276,11.49,0.05,17.42526,27.95025,56208.41583,0
1126006065276,11.44,0.05,17.42524,27.95026,56208.42133,0
1126006065276,11.47,0.05,17.42529,27.95030,56208.42917,0
1126006065276,11.40,0.05,17.42529,27.95026,56216.35268,0
1126006065276,11.32,0.05,17.42532,27.95033,56216.35998,0
1126006065276,11.40,0.05,17.42526,27.95032,56216.36728,0
1126006065276,11.37,0.05,17.42528,27.95027,56216.37451,0
1126006065276,11.30,0.05,17.42522,27.95036,56225.25844,0
1126006065276,11.32,0.05,17.42524,27.95034,56225.26446,0
1126006065276,11.27,0.05,17.42531,27.95033,56225.27064,0
1126006065276,11.24,0.05,17.42524,27.95034,56225.27666,0
1126006065276,11.50,0.05,17.42522,27.95030,56238.27448,0
1126006065276,11.53,0.05,17.42517,27.95030,56238.28189,0
1126006065276,11.51,0.05,17.42524,27.95029,56238.28949,0
1126006065276,11.52,0.05,17.42525,27.95028,56238.29703,0
1126006065276,11.58,0.05,17.42514,27.95022,56244.26079,0
1126006065276,11.59,0.05,17.42527,27.95037,56244.26686,0
1126006065276,11.55,0.05,17.42516,27.95021,56244.27297,0
1126006065276,11.47,0.05,17.42523,27.95031,56244.27906,0
1126006065276,11.37,0.05,17.42527,27.95030,56265.12644,0
1126006065276,11.40,0.05,17.42532,27.95028,56265.13149,0
1126006065276,11.41,0.05,17.42533,27.95029,56265.13654,0
1126006065276,11.38,0.05,17.42533,27.95029,56265.14165,0
1126006065276,11.34,0.05,17.42526,27.95033,56297.17882,0
1126006065276,11.36,0.05,17.42529,27.95034,56297.18583,0
1126006065276,11.37,0.05,17.42526,27.95024,56297.19255,0
1126006065276,11.31,0.05,17.42526,27.95036,56297.19925,0
1126006065276,11.37,0.05,17.42531,27.95029,56331.13783,0
1126006065276,11.39,0.05,17.42531,27.95028,56331.14295,0
1126006065276,11.36,0.05,17.42529,27.95026,56331.14801,0
1126006065276,11.35,0.05,17.42534,27.95026,56331.15315,0
1126006065276,11.54,0.05,17.42524,27.95025,55951.12288,0
1126006065276,11.53,0.05,17.42517,27.95029,55951.13084,0
1126006065276,11.55,0.05,17.42521,27.95033,55951.13884,0
1126006065276,11.51,0.05,17.42519,27.95033,55951.14680,0
1126006065276,11.39,0.05,17.42527,27.95027,56532.44138,0
1126006065276,11.38,0.05,17.42533,27.95026,56532.44815,0
1126006065276,11.41,0.05,17.42530,27.95022,56532.45484,0
1126006065276,11.39,0.05,17.42529,27.95023,56532.46163,0
1126006065276,11.34,0.05,17.42529,27.95027,56539.47203,0
1126006065276,11.35,0.05,17.42530,27.95025,56539.47429,0
1126006065276,11.34,0.05,17.42532,27.95025,56539.47654,0
1126006065276,11.39,0.05,17.42532,27.95027,56539.47878,0
1126006065276,12.30,0.05,17.42536,27.95031,56551.29700,0
1126006065276,12.23,0.05,17.42535,27.95034,56551.30211,0
1126006065276,12.21,0.05,17.42534,27.95031,56551.30721,0
1126006065276,12.25,0.05,17.42537,27.95034,56551.31229,0
1126006065276,11.47,0.05,17.42517,27.95024,56561.32877,0
1126006065276,11.45,0.05,17.42520,27.95030,56561.33549,0
1126006065276,11.43,0.05,17.42518,27.95028,56561.34217,0
1126006065276,11.47,0.05,17.42521,27.95028,56561.34893,0
1126006065276,11.35,0.05,17.42531,27.95023,56571.28619,0
1126006065276,11.34,0.05,17.42532,27.95021,56571.29341,0
1126006065276,11.35,0.05,17.42530,27.95023,56571.30075,0
1126006065276,11.29,0.05,17.42528,27.95019,56571.30805,0
1126006065276,11.38,0.05,17.42530,27.95023,56578.39909,0
1126006065276,11.35,0.05,17.42536,27.95022,56578.40302,0
1126006065276,11.34,0.05,17.42533,27.95021,56578.40638,0
1126006065276,11.38,0.05,17.42525,27.95019,56578.40972,0
1126006065276,11.50,0.05,17.42522,27.95017,56587.37563,0
1126006065276,11.51,0.05,17.42523,27.95021,56587.38169,0
1126006065276,11.49,0.05,17.42519,27.95028,56587.38780,0
1126006065276,11.49,0.05,17.42520,27.95024,56587.39386,0
1126006065276,11.24,0.05,17.42531,27.95017,56593.27635,0
1126006065276,11.29,0.05,17.42535,27.95021,56593.28275,0
1126006065276,11.21,0.05,17.42539,27.95031,56593.28915,0
1126006065276,11.31,0.05,17.42539,27.95027,56593.29556,0
