col1,col2,col3
2456235.804731,16.107629672708793,0.03809
2456235.815526,16.002534510274334,0.03843
2456235.823657,16.05401703917457,0.03833
2456235.831819,16.055877130545092,0.03581
2456235.856253,16.020135374855613,0.04323
2456235.864383,16.029155817953516,0.03885
2456235.872518,16.03081589949925,0.03937
2456235.880652,15.973323075364156,0.03853
2456235.885947,15.972093014941715,0.04138
2456235.89125,16.04962682352049,0.04098
2456235.896546,16.020555395487666,0.04137
2456236.679592,15.84219,0.0303
2456236.699328,15.82339,0.02921
2456236.716413,15.86661,0.03064
2456236.736065,15.80811,0.03338
2456236.755713,15.80188,0.03537
2456236.789078,15.822775680246796,0.03541
2456236.836825,15.847526896064219,0.03824
2456236.844959,15.772313201452976,0.04118
2456236.85307,15.73460134898934,0.03763
2456236.863982,15.773623265805332,0.0362
2456236.874879,15.822955689089106,0.03662
2456236.882896,15.789534047367157,0.0386
2456236.890925,15.781023629322458,0.0386
2456236.898941,15.756452422347348,0.03798
2456237.655755,15.74507,0.03162
2456237.678211,15.74794,0.02963
2456237.697959,15.74841,0.02854
2456237.717696,15.72765,0.02926
2456237.739901,15.73237,0.02858
2456237.781025,15.745661892300074,0.03126
2456237.841907,15.757162457225341,0.03418
2456237.85365,15.74367179454344,0.03656
2456237.868159,15.720560659289275,0.03522
2456237.882661,15.76249271905592,0.03953
2456237.894608,15.772303200961737,0.03456
2456237.902646,15.759472570701634,0.03992
2456238.657485,15.77321,0.03375
2456238.674372,15.74439,0.03136
2456238.69407,15.80668,0.03087
2456238.713749,15.75917,0.0311
2456238.735882,15.73946,0.02999
2456238.776824,15.815835339326679,0.02775
2456238.835996,15.775893377316667,0.03591
2456238.850286,15.768543016255734,0.03433
2456238.867334,15.844576751148606,0.03795
2456238.884374,15.797654446253519,0.03775
2456238.898877,15.779993578724804,0.04073
2456239.657359,15.79921,0.03559
2456239.674236,15.90965,0.01159
2456239.693908,15.82413,0.02464
2456239.718687,15.77306,0.02706
2456242.609771,15.88232,0.03024
2456242.657662,15.95493,0.03197
2456242.700246,15.85012,0.02828
2456242.72562,15.93952,0.02798
2456242.862809,15.906039770305728,0.02985
2456243.634469,15.93897,0.02856
2456243.65717,15.94097,0.02628
2456243.674299,15.92051,0.02698
2456243.699442,15.89009,0.02709
2456243.724579,15.89864,0.02813
2456243.768886,15.887728870846454,0.02501
2456243.794125,15.892759117939855,0.02399
2456243.816724,15.95837234096131,0.0271
2456243.833837,15.929400917840876,0.02757
2456243.861684,15.897259338997566,0.0273
2456243.892269,15.89470921373153,0.03062
2456244.797687,15.814915294132659,0.02618
2456244.820344,15.789584049823354,0.03183
2456244.898362,15.843116679427661,0.03118
2456245.592977,15.83826,0.0326
2456245.640537,15.87746,0.03012
2456245.657652,15.86743,0.02959
2456245.689045,15.8734,0.02861
2456245.71416,15.87296,0.02781
2456245.758478,15.982343518462061,0.02499
2456245.786532,15.943291600172351,0.02622
2456245.809126,15.888648916040475,0.01943
2456245.864956,15.947031783895874,0.03179
2456245.892974,15.938211350622755,0.0336
2456246.592782,15.79906,0.03431
2456246.618047,15.81894,0.0327
2456246.767645,15.90443969170743,0.0265
2456246.790395,15.91699030821283,0.02761
2456248.586422,15.81982,0.03225
2456248.634957,15.85852,0.05241
2456248.65238,15.54614,0.08771
2456248.675175,15.77634,0.02877
2456248.700607,15.76343,0.02732
2456248.723305,15.75255,0.02685
2456250.623584,15.74756,0.03514
2456250.641052,15.76597,0.03215
2456250.652922,15.72999,0.03266
2456250.670283,15.7495,0.03157
2456250.692897,15.78036,0.03098
2456250.715877,15.73146,0.03036
2456250.738235,15.778283494722874,0.02823
2456250.781624,15.78383376736072,0.02824
2456250.872753,15.76612289737581,0.03124
2456251.641584,15.71747,0.04514
2456251.650625,15.73711,0.03533
2456251.685399,15.69621,0.03489
2456251.705401,15.69695,0.03356
2456251.742066,15.777823472125863,0.03157
2456251.7623,15.721390700062143,0.03079
2456251.785067,15.731431193266463,0.03028
2456251.850371,15.778283494722874,0.03172
2456253.610346,15.76492,0.0533
2456253.622258,15.82813,0.05035
2456253.631286,15.78036,0.05157
2456253.64029,15.74768,0.05017
2456253.652347,15.71006,0.05109
2456253.664417,15.83482,0.05048
2456253.679069,15.82593,0.04957
2456253.696384,15.75102,0.05052
2456253.739498,15.786303888696843,0.04457
2456253.751555,15.824965787828218,0.04657
2456253.766263,15.686588990549161,0.0475
2456261.743139,15.791084123509258,0.05114
2456261.748683,15.781733664200456,0.05114
2456261.754224,15.85422722519459,0.05212
2456261.759766,15.846306836133017,0.05326
2456261.765301,15.824965787828218,0.05375
2456261.770823,15.773463257945501,0.05329
2456261.79296,15.863477679591002,0.06615
2456261.814214,15.765312857585423,0.06375
2456262.5822,15.97203,0.03211
2456262.602393,15.98092,0.03639
2456262.616939,15.99244,0.04013
2456262.634287,16.04219,0.04122
2456262.651624,15.98445,0.04552
2456262.668928,16.01497,0.04358
2456262.68627,16.07778,0.04413
2456262.709721,16.1037694830904,0.04171
2456262.721957,16.13480100740614,0.04327
2456262.730168,16.111629869204535,0.04382
2456262.738369,16.10532955972374,0.04521
2456262.746658,16.178373147736043,0.04777
2456262.75492,16.17834314626232,0.05005
2456262.763172,16.11846020472102,0.04422
2456262.787929,16.00289452795895,0.05009
2456262.796173,16.217535071429385,0.05112
2456262.801533,16.15408195451563,0.0518
2456262.806882,16.26305730755096,0.05129
2456262.812262,16.158722182450692,0.05455
2456263.582211,16.18589,0.0328
2456263.602389,16.15472,0.03036
2456263.616949,16.17893,0.0295
2456263.634264,16.15936,0.03285
2456263.651574,16.05079,0.04775
2456263.668911,16.04497,0.04598
2456263.709574,16.028355778654365,0.03798
2456263.721823,16.00982486838783,0.03979
2456263.730044,15.96918287199106,0.04016
2456263.738316,16.03032587542852,0.03965
2456263.746612,16.007334746069226,0.04021
2456263.754902,16.00432459820618,0.0409
2456263.779707,15.882908634069082,0.04682
2456263.787979,15.946591762281342,0.04301
2456263.796271,15.909549942730743,0.04286
2456263.801678,16.02877579928642,0.0438
2456263.807052,16.00151446016792,0.04364
2456263.812431,15.924960699730601,0.04499
2456264.582189,15.79259,0.03123
2456264.602337,15.79467,0.02842
2456264.616885,15.81463,0.02995
2456264.634188,15.80224,0.02968
2456264.65148,15.83086,0.02981
2456264.67398,15.81433,0.03277
2456264.710349,15.8082949689322,0.03517
2456264.724973,15.828635968113064,0.0365
2456264.739664,15.825425810425228,0.03834
2456264.780995,15.81097510058435,0.04209
2456264.795667,15.858207420707856,0.03775
2456264.807765,15.81646537027476,0.03939
2456266.57014,15.85094,0.03221
2456266.584729,15.84133,0.03066
2456266.599298,15.8534,0.02866
2456266.619281,15.87506,0.02902
2456266.636618,15.80188,0.02843
2456266.659112,15.82077,0.02771
2456266.700776,15.869987999387826,0.02712
2456266.718262,15.857327377478795,0.02666
2456266.735579,15.908409886729455,0.02596
2456266.755575,15.848456941749479,0.03061
2456266.809975,15.858437432006362,0.03457
2456267.567758,15.70187,0.03447
2456267.58231,15.77113,0.03199
2456267.59684,15.74967,0.03107
2456267.616832,15.73228,0.02945
2456267.636799,15.73183,0.02888
2456267.659253,15.76039,0.02754
2456267.700813,15.8054748304027,0.02596
2456267.718071,15.785913869538508,0.02545
2456267.775182,15.765452864462773,0.02877
2456267.795104,15.75968258101766,0.03119
2456267.812422,15.803964756225556,0.03418
2456268.567889,15.73647,0.02999
2456268.585339,15.78774,0.02833
2456268.599877,15.76287,0.0278
2456268.61984,15.72685,0.02729
2456268.642312,15.76132,0.02777
2456268.664761,15.76287,0.0267
2456268.703724,15.756002400241574,0.0266
2456268.721032,15.776973430370518,0.02671
2456271.608046,15.75854,0.02903
2456271.6332,15.73944,0.02811
2456271.655639,15.70747,0.02825
2456272.568185,15.75314,0.03195
2456272.582964,15.76788,0.03102
2456272.608285,15.72185,0.03163
2456272.633483,15.71475,0.03041
2456272.656006,15.72987,0.03108
2456272.677894,15.793674250740253,0.02733
2456272.703291,15.737961514045766,0.02583
2456272.72596,15.774983332613886,0.02571
2456273.57136,15.80265,0.03522
2456273.583231,15.80072,0.0339
2456273.608357,15.78949,0.03326
2456273.633476,15.76412,0.03324
2456273.655971,15.76989,0.03052
2456273.680459,15.817125402696558,0.02778
2456273.714259,15.849186977609953,0.02692
2456273.737416,15.843366691708644,0.02913
2456273.763018,15.8317961233447,0.02788
2456273.816871,15.826755875760064,0.03205
2456274.5716,15.73971,0.03164
2456274.586289,15.76684,0.0312
2456274.611829,15.73354,0.02987
2456274.684465,15.83056606292226,0.02556
2456278.567003,15.76713,0.03096
2456278.578928,15.80199,0.0296
2456278.601546,15.78184,0.02842
2456278.624151,15.7796,0.02748
2456278.666043,15.808804993985406,0.02537
2456278.691591,15.802124665837514,0.02435
2456278.714376,15.80643487756168,0.02208
2456278.73448,15.825275803056636,0.02263
2456278.759701,15.794144273828502,0.02398
2456279.564424,15.75097,0.03325
2456279.57338,15.73427,0.03097
2456279.587982,15.71387,0.03001
2456279.605199,15.7713,0.02916
2456279.622442,15.74606,0.02871
2456279.639697,15.72012,0.02773
2456279.673476,15.823425712177356,0.0257
2456279.688119,15.794744303302865,0.02622
2456279.797295,15.888508909163125,0.02546
2456290.571308,15.76139,0.04421
2456290.583386,15.83084,0.04458
2456290.600674,15.84605,0.04641
2456290.629308,15.831776122362223,0.04008
2456290.641538,15.858667443304869,0.04227
2456290.649725,15.813895244026243,0.04225
2456290.657912,15.904229681391403,0.04206
2456290.666158,15.825055792249373,0.04132
2456290.67441,15.834406251558175,0.04274
2456290.682684,15.82412574656411,0.04568
2456290.690931,15.83337620096052,0.0477
2456290.699191,15.838266441176568,0.04407
2456290.70744,15.914500185894228,0.04672
2456290.715678,15.905729755077306,0.04736
2456290.721057,15.90286961458285,0.0509
2456290.726452,15.85800741088307,0.05055
2456290.731843,15.95179201772581,0.04995
2456290.73722,15.93797133883301,0.05126
2456297.574288,15.69497,0.03046
2456297.591151,15.69523,0.02871
2456297.612706,15.715350403353568,0.0255
2456297.632303,15.787953969751337,0.02574
2456297.649193,15.73445134162075,0.02668
2456297.668733,15.734091323936132,0.02667
2456297.685508,15.79559434505821,0.02721
2456297.725082,15.738111521414357,0.02936
2456298.57227,15.76481,0.02944
2456298.586443,15.80744,0.02814
2456298.607932,15.76424280502281,0.02614
2456298.630125,15.842946671076591,0.02633
2456298.647045,15.835416301173352,0.02716
2456298.666602,15.822325658141025,0.02674
2456298.683357,15.807614935527923,0.02611
2456298.70553,15.871418069635055,0.0277
2456299.608297,15.75216221160566,0.02584
2456299.630568,15.766632922429018,0.02661
2456299.652727,15.772253198505538,0.0269
2456299.672262,15.751592183605016,0.02656
2456299.689017,15.793184226669524,0.02636
2456299.716444,15.775593362579487,0.02815
2456299.741309,15.753432273993058,0.03051
2456300.736293,15.79277420652871,0.02959
2456301.573647,15.72559,0.02944
2456301.609278,15.777283445598938,0.02642
2456301.631372,15.772663218646352,0.02498
2456301.653493,15.730841164283339,0.02724
2456301.672983,15.768293003974751,0.02427
2456301.697614,15.756682433645851,0.02702
2456301.749727,15.762322710704852,0.02718
2456306.590299,15.749062059321457,0.0255
2456306.617005,15.762622725442032,0.02628
2456306.640833,15.806294870684328,0.02591
2456306.661966,15.762102699897586,0.02498
2456306.691304,15.73803151748444,0.02434
2456307.592325,15.850357035084958,0.02579
2456307.607834,15.828495961235712,0.026
2456307.628749,15.853647196702708,0.02576
2456307.649692,15.841846617040261,0.0255
2456307.675676,15.892489104676391,0.02612
2456307.704583,15.885038738703066,0.02593
2456316.578897,15.805774845139881,0.04444
2456316.581471,15.764432814356358,0.04866
2456316.584045,15.798064466394333,0.04808
2456316.608048,15.816965394836727,0.04247
2456316.616155,15.748992055882782,0.04276
2456316.62428,15.730841164283339,0.04571
2456316.653947,15.793384236494312,0.04849
2456316.659255,15.824475763757487,0.04897
2456322.610984,15.783013727079092,0.0239
2456322.627871,15.860007509130943,0.02598
2456322.6449,15.818115451329254,0.02598
2456324.631445,15.796544391725948,0.02823
2456328.66681,15.783663759009652,0.03049
2456329.647703,15.784923820905812,0.02933
2456334.621599,15.821545619824356,0.02927
2456334.649399,15.813065203253375,0.03025
